price_label,v1_prior,v2_calibrated,delta_pp,delta_pct
上限价 €90,0.31146237651675396,0.21838735151414163,-9.307502500261233,-29.88323213979128
主力价 €73,0.377669750175472,0.2745361087658987,-10.313364140957331,-27.307890388800164
攻击价 €65,0.41653974654021714,0.3091431185019384,-10.739662803827876,-25.783044458617965
标准价 €80,0.3480062350193504,0.2489470683391857,-9.90591666801647,-28.46476778631758
